coin,metric,2024-11-20,2024-11-21,2024-11-22,2024-11-23,2024-11-24,2024-11-25,2024-11-26,2024-11-27,2024-11-28,2024-11-29,2024-11-30,2024-12-01,2024-12-02,2024-12-03,2024-12-04,2024-12-05,2024-12-06,2024-12-07,2024-12-08,2024-12-09,2024-12-10,2024-12-11,2024-12-12,2024-12-13,2024-12-14,2024-12-15,2024-12-16,2024-12-17,2024-12-18,2024-12-19,2024-12-20,2024-12-21,2024-12-22,2024-12-23,2024-12-24,2024-12-25,2024-12-26,2024-12-27,2024-12-28,2024-12-29,2024-12-30,2024-12-31,2025-01-01,2025-01-02,2025-01-03,2025-01-04,2025-01-05,2025-01-06,2025-01-07,2025-01-08
stellar,total_volumes,1166681439.423715,1714533842.2482443,1500164543.1843915,4149996910.624536,11032175747.832956,12823645448.591444,5145845451.549486,3865946874.215217,4642358514.831547,2083791003.3473215,3834909612.824015,2976565529.1343646,2997866051.461385,5603621908.341108,3324883112.5569363,1859158636.2705393,1585660725.373702,963430054.7273989,916614765.700514,592810192.0588223,1451957319.010568,1813748186.7329683,1219434194.4480448,964325833.6567456,727987515.5522183,613458975.6765808,487620254.9061014,735816818.3868896,1368330829.6919198,1413401260.2447171,1030922623.4386202,1296833724.6623433,537492531.7116634,430147403.66144127,453913177.6673115,550540689.2468399,319531723.42350453,309743259.1275572,282636795.6209432,186117558.294676,166560400.40269443,318509007.63978523,336371876.6428701,1457103216.02784,1656256459.959362,1269856990.8076766,1128440859.2847514,551245498.0044057,654605668.8323295,863997315.2487879
sui,market_caps,10624850809.278528,10106195737.396671,10387153609.790049,10144148211.753458,9772504245.890203,9662769020.77849,9080647166.613256,9776895457.100634,9769732073.466444,9810930761.469324,9944375149.14607,9934380929.61596,10170610366.500053,9931082533.099424,10872176101.728174,10739287262.218576,12351106277.191523,12356166808.945238,12527312713.09066,12452383792.593525,11176446733.618574,10859019753.717339,12797825641.049894,13522926672.10157,13872221413.099743,13061553743.314507,14086024675.296457,13566512029.273573,13583457062.784792,12659765892.979942,12004928106.319124,13355812726.328773,12738576714.503113,12624316373.498777,13780421985.64939,13463011358.331911,13208306295.627321,12288135710.460215,11951476750.346111,12301801006.73427,12012820946.294577,12181411829.592001,12061745642.828028,12837694591.574488,13095110420.60686,14960968613.435215,15926827307.465134,15793226633.029194,15272113302.554638,13995558307.721252
sui,prices,3.7321,3.5447,3.6425,3.5648,3.4407,3.3955,3.194,3.4373,3.4384,3.4477,3.4899,3.4903,3.4744,3.392,3.7102,3.6721,4.2203,4.2205,4.2604,4.2533,3.8259,3.7124,4.3723,4.6205,4.7438,4.4605,4.8199,4.6286,4.6361,4.3293,4.0929,4.5648,4.3574,4.3025,4.7071,4.6123,4.5077,4.1873,4.0801,4.2051,4.1034,4.1694,4.1186,4.2697,4.3517,4.9594,5.2978,5.2379,5.0802,4.6502
sui,total_volumes,1462823156.3816366,2090644272.012438,2230431950.133786,1578337853.216044,2244900366.218933,1966910408.098705,1907137233.5307176,3196128165.538238,1522722901.1349304,1557348666.1319058,1391814669.447746,806292385.0745267,1114160806.0669098,1607808772.6350358,3128402702.3687525,2169269390.686038,5835585128.456685,3106246345.239786,1495356250.4383197,1243738325.33759,3069693126.5877795,3531898028.766607,3001616228.7017775,4099648815.32841,2188729324.329308,1470154940.7192428,1526971654.233276,1948713136.707407,1592485059.6629803,2301662280.3282466,3166000738.280808,4291084954.2750072,3003914826.283585,2322733220.855751,2457909005.509235,1447951329.0100691,1106206243.8097725,1303812811.083961,1215439832.345487,873007466.9253981,658169635.3974793,852217490.56896,958345521.7270921,711801321.8057398,911076913.4336829,1328920950.6771333,2282690426.4117336,1204559170.806889,1320853132.390888,1643023002.6336784
tether,market_caps,128303147970.06714,128885876888.25987,130280329430.74626,130897757312.22562,132159353228.1827,132644503423.38258,132518468961.0696,132798534022.58675,132817280337.8908,133087959435.631,133558624671.05609,134096975603.89165,134142995569.31902,134233284629.69551,134792339935.28387,135115109896.89236,136102059296.96883,136854657753.23322,137612057919.25864,138155979444.8298,138058530450.22394,138406600567.98428,138607890909.79578,139723319629.38098,140114634837.7505,140087294966.58328,140272958832.9677,140528755312.63113,140386804952.9903,140430126428.05792,140458454546.44226,140552909215.8974,139878963807.55807,139768365159.78833,139687775563.41205,139770106592.92612,139410953421.88742,139269166726.24817,139333855881.23007,138807977384.18298,138773516095.78662,138763094692.8659,137550314628.76688,137101703969.67775,137331887471.71828,137192105753.9347,137305566064.1093,137240062369.61302,137371602393.87473,137523655919.35767
tether,prices,1.0011,1.0015,1.001,1.001,1.0015,1.0014,1.0004,0.9991,1.0012,1.0004,1.0009,1.0006,1.0008,1.0007,1.0009,1.001,1.0018,1.0018,0.9993,1.0021,1.0009,1.0006,1.0,1.0001,1.0002,0.9997,0.9995,1.0,0.9995,0.9981,0.999,1.0005,1.0002,0.9986,0.9985,1.0007,0.9993,0.9988,0.9985,0.9984,0.9983,0.9985,0.9981,0.9975,0.9988,0.9995,0.9999,0.9997,1.0007,0.9995499999999999
tether,total_volumes,98917931261.5473,129557530378.35199,180000040412.94827,95685548229.4342,153847108807.70612,115337268196.30266,90732899136.79497,67693342974.101555,116691552340.2984,66067608068.87006,88874567272.30942,50885084855.271675,80558188470.11165,176841026822.35446,135729011044.1854,186541632819.85974,190605073529.59622,197498369267.86176,82171187566.99683,34229938209.92961,253831680628.1669,179742544933.82062,120013151819.36092,173042801024.77002,69554548801.57608,55367072508.77905,61468720138.19308,87747920704.84024,152087293971.92865,179495891776.3801,201148097623.59402,233237052247.3623,89781049574.57065,89743263390.15541,53549848855.2201,72929065754.79463,37945143605.26978,36843520666.35896,39758209005.763596,37757910172.81283,33199879383.33762,54812724272.12531,36838650451.75282,40471504342.77423,49525123384.15379,34085288364.634727,50571772403.13213,20270922991.286976,79154541309.94275,93099053477.96431
the-open-network,market_caps,13887924594.475603,13510065416.720045,14036285055.380676,13866932540.354641,16118620328.989672,15679891288.097332,15502131419.105711,15624328171.163715,16266700723.898357,16426946901.628563,16461821001.071749,17410632597.589012,17402496989.963295,16711462368.84991,17262417415.239624,17557317725.604652,17401288124.813606,17368472925.029106,17394960599.254864,17349090425.13684,14776436895.187513,15119953485.670116,16186078597.16435,16171201974.982777,16137519582.797806,15898979366.811752,16338813412.872864,15495991572.518826,14812396683.783249,13880397037.098965,13338155077.771479,13870975796.576605,13506710177.50936,13770109107.680765,14256267532.714476,14786082058.536366,15130174173.680973,14601590633.025057,14591324637.586315,14800991634.15559,14370832114.849054,14231561470.913689,13934160504.19192,13952487205.504982,14306898772.551725,14706063422.94436,14539183794.60566,14538089059.73271,14483034785.437143,13470678553.871
the-open-network,prices,5.4532,5.3061,5.5169,5.4436,6.3333,6.1525,6.085,6.138,6.3918,6.4443,6.466,6.8384,6.8353,6.5686,6.7744,6.8886,6.8204,6.8118,6.8104,6.8087,5.7892,5.9347,6.3414,6.3409,6.3267,6.2379,6.4035,6.0679,5.8047,5.4374,5.2183,5.4441,5.2994,5.383,5.5865,5.7984,5.9308,5.721,5.7202,5.7978,5.6317,5.5762,5.4876,5.4966,5.6369,5.7866,5.7259,5.7246,5.7049,5.3028
the-open-network,total_volumes,376202741.8969088,406274241.19379675,635442411.7641445,535415431.5902966,1610704606.2516303,998677129.1959872,868904510.6550661,833215319.2541355,661565513.2984786,608043364.8892084,388582272.68526894,577536606.3953125,479948519.29290336,734635347.6070838,743919359.4809719,972736758.060448,848784595.2829431,560515358.1758695,351881934.93847865,333675492.0285217,924414647.1556811,875936631.6263478,456386998.4971371,467563283.7629149,364014203.086915,294985383.7089548,299010438.97760874,606352663.1221491,424391408.9951298,635270261.4674782,772886789.628187,797483087.6597381,347953752.3145239,272116270.45958036,303968436.0107185,242809996.12417185,295225568.6123885,254727292.82429814,263088913.25576058,188243978.53857106,167476962.00034356,217690149.5357294,164593483.67483112,160289499.5473913,195737365.8072534,209458586.87059748,165879662.66091534,139864565.6514725,211537312.96696955,282276118.2057202
tokenize-xchange,market_caps,932850493.2405053,905946088.5815744,922626740.9569414,922705033.3968276,1014370469.6889514,1014872402.9591074,1020282066.9702696,968156560.343895,1070077911.7727875,1076864639.035018,1077344893.2157369,1095774927.8066087,1091511886.3180308,1093547279.70841,1094565875.1846414,1312713869.6367998,1319019120.85924,1435685392.4292815,1429239074.8416326,1370634746.8071501,1330259852.4540036,1317577346.0554402,1402673719.5279953,1528601048.6871603,1500977367.351714,1473268003.4508014,1466637971.0112865,1553765241.4807122,1602534849.2324584,1619288134.2340693,1517364826.0534737,1405074005.719449,1602362437.8235772,1556726417.4929247,1620761197.4077692,1605130537.3732226,1838919933.4497836,2519871781.79423,2808379862.077276,2701705196.665848,2690006533.316754,2265431027.537939,2323410416.1562414,3205455393.3553104,3592238067.714971,4013261400.60081,3779276092.671453,3654686967.7623653,3737063066.297563,3608249448.588123
tokenize-xchange,prices,11.6612,11.3118,11.5334,11.5331,12.6803,12.6776,12.7537,12.087,13.3686,13.4724,13.476,13.703,13.654,13.6774,13.6815,16.4009,16.4855,17.8907,17.8664,17.136,16.6515,16.4995,17.5415,19.0785,18.7836,18.4623,18.2931,19.4197,20.0466,20.2204,18.9452,17.5516,20.0804,19.4604,20.2814,20.0913,23.0007,31.5476,35.1041,33.7632,33.5647,28.2785,29.0496,40.0526,44.896,50.2564,47.2422,45.6228,46.7298,45.136849999999995
tokenize-xchange,total_volumes,4892477.315826582,5971396.715480901,7340567.267139798,5627442.610820263,11612991.27595606,9579916.481043998,10135477.294764068,9848943.240442345,13694157.49127224,9923130.266716443,9565467.756487496,10419644.135317605,9585556.632050708,9648635.350127831,10541921.971381271,26536070.464909233,10206237.452997467,20425881.768297654,10516080.043349607,9377552.586803913,9631124.413779143,11306209.639265103,12345044.353005625,17846282.718835093,10634452.521636195,13361130.873398151,13891214.79740265,23605566.41091831,16075317.195564728,25873260.243904542,17031494.472941943,14577192.042256314,24850991.175209787,24245024.700033624,18820283.5374661,17096758.675279763,15459414.004870264,72812907.28831792,30184206.071930055,21862704.400365017,27479253.736058425,17456935.378508635,23159566.386969026,67464979.33557716,48173524.68302521,30456549.03592408,34560025.75547272,28995791.821039394,28170561.893289626,27616902.139421724
tron,market_caps,17261968553.704945,16861092502.171913,17120467859.263758,17673918631.226456,18284006971.112213,18070352256.306007,16908289160.831274,16752371975.099802,17372655123.102886,17531807851.30372,17654324065.100704,17723498159.377018,17869041954.637466,18986914753.482273,35821142502.65899,28343326326.421436,27816710938.814137,28020129491.796364,27574120387.082016,27568995411.28305,22583456569.059605,23274207872.87609,24326675628.142357,25595485429.649563,25039562564.30491,24315262713.045307,24666063653.6819,25594781921.71562,24049186160.38413,22231982007.425632,21733061349.98523,21435393655.590607,21081257764.793484,21021530618.085022,21734699439.52586,22103568501.52784,22206373631.582287,21828857524.599823,22318429903.009354,22248711892.985733,22182967334.720596,21799296460.482594,21930589926.770077,21985365563.770374,22850860228.2398,23252309565.563053,23279610921.172794,22634241793.715847,23159548105.959225,21563177037.223488
tron,prices,0.1999,0.1953,0.1986,0.2046,0.2119,0.2093,0.1959,0.194,0.2013,0.2032,0.2046,0.2053,0.2071,0.22,0.4156,0.3287,0.3228,0.3252,0.3196,0.32,0.262,0.2698,0.2821,0.2968,0.2905,0.2821,0.2859,0.2969,0.2789,0.258,0.252,0.2485,0.2447,0.2437,0.2521,0.2567,0.2578,0.2532,0.2589,0.2579,0.2573,0.253,0.2544,0.2552,0.2651,0.2698,0.27,0.2626,0.2687,0.25025000000000003
tron,total_volumes,945653160.3188083,869355201.7877133,1073360886.9383619,1040481527.3070674,1853920826.0391204,1731655221.8790345,1586067274.196348,1700254150.209043,920565917.9679807,886151886.5203848,671792005.5984248,615266897.9734169,760588593.239149,2394338965.7916102,10793941420.45357,11105817830.031904,7588938292.872586,3049860694.1887727,2148466989.491971,1505055566.0298054,3089021638.772293,3583224348.717904,2352044186.289392,3745494633.155201,2028281600.7515125,1437185576.0888748,1031412789.8136727,2785592590.059576,2333108774.046585,2228979916.8690286,2634275448.662074,2602691499.296022,1602810532.3189476,1314271864.7429788,1538120401.600272,948449260.8618348,758982897.6138448,1006179061.4247222,1384318938.4661942,646623602.1058527,832716695.315684,989291178.7193613,679440802.3694557,478217327.6270699,982956762.3026801,962101107.6242253,910409580.3253762,597606749.0287123,981658740.0918615,1286062458.3639793
uniswap,market_caps,5649761059.438724,5300401555.727108,5572424239.432324,5861139945.4224615,6439294585.646169,6560437314.887032,6683417366.042196,6503933741.993823,8082107478.78778,7673511981.886046,7579664954.697988,7686809024.358876,7839755411.371095,8368935561.995901,9094992288.32106,9389060133.457495,9072612294.70051,10585596691.002716,10954051034.053627,11228802145.271408,9626567294.010725,9146572347.976831,10243352666.817818,10566986767.61512,10462367381.695583,10063655926.37125,10300571910.625765,9796901735.681961,9764537932.78533,8869309756.5747,7704278845.78674,8211915558.658165,8016414680.917858,8329262474.604989,8561029243.632625,8779727953.146078,8342601422.585465,7945719906.151635,7973736165.00588,8151492970.173324,7809795540.860151,7987437841.512418,7944318358.142501,8159695782.958259,8606053640.826176,9110657390.474127,9182971273.375935,9110349372.618616,9048027587.973179,7895639412.519955
uniswap,prices,9.4098,8.8297,9.283,9.8087,10.726,10.9213,11.1306,10.8463,13.4651,12.7889,12.6228,12.8004,13.0532,13.9428,15.1417,15.6344,15.121,17.6219,18.187,18.7119,16.0737,15.2332,17.0585,17.629,17.4233,16.7723,17.1274,16.2853,16.2547,14.7943,12.8247,13.6944,13.3737,13.8515,14.257,14.6299,13.8907,13.2334,13.2869,13.5644,13.0081,13.3128,13.2226,13.5892,14.3295,15.1767,15.2879,15.1659,15.0693,13.103200000000001
uniswap,total_volumes,505047697.55758125,411170033.89393336,838513116.1899513,662524785.8513156,1340001526.5527713,932935706.0241838,1477644225.577448,981382325.6934011,1590416408.1681948,950125232.1816193,546171722.369157,792936361.3312777,685574551.0331565,1740911912.625779,1491101257.8563375,1480836629.6605647,1184342675.567536,1827873933.6766253,1304486846.604575,1608508863.8591497,1667311754.754316,1928848453.0792768,1199395199.3527389,1556031840.882841,775920622.9746027,820436408.622696,716747562.7406723,871413514.9278245,769418936.7401304,1176136750.5065403,1451561164.849839,1841414034.0845993,900580202.0029659,907593142.6742541,870224162.6562365,577238960.689516,425528982.187405,457319514.11185694,618238981.6514438,299097589.1622041,236956650.64561525,478813853.29023623,447060231.9145499,314697267.77957886,493010604.55263007,473968074.51157635,481582895.8261227,303494413.43265057,729945849.9309453,414147285.6430135
usd-coin,market_caps,37297902572.896164,37710603331.33345,38180862910.77674,38842917922.3533,39021138674.70085,38981050694.614174,38659175709.55546,38651132095.94627,39492926655.16325,39387557115.01575,39807121251.94382,39898927279.74911,39976806451.30924,39904493861.007675,39955279124.37602,40347104988.34608,40366885489.214325,40571783401.72828,41217555347.17087,41170483430.17103,40698046919.13062,40823137395.52798,41501545454.90512,41502192919.409355,41992638645.29033,41984734433.14011,42123501126.10943,42390179646.952484,42538482548.74435,42315907910.95439,42362560809.757034,42553436606.53612,42930532545.81555,43001900408.14412,43100541615.209206,43174870938.69003,43280465178.61851,43504839902.39994,43572236980.64718,43613839675.51204,43625327050.60844,43803322701.91866,43945617394.42927,43740787028.36501,43964009276.95229,45218905503.87765,45516879606.08652,45605291127.276596,45909222053.7004,45449409478.09956
usd-coin,prices,0.9999,1.0008,1.0,0.9999,1.0002,1.0004,0.9986,1.0006,0.9998,0.9999,1.0004,1.0002,0.9997,1.0006,0.9999,0.9998,1.001,1.0,0.9986,1.0034,1.0003,0.999,0.9989,1.0,1.0003,0.9997,0.9998,1.0009,0.9992,0.9995,0.9995,1.0009,1.0006,0.9996,0.9998,1.001,1.0005,1.0001,1.0003,0.9999,1.0002,1.0005,1.0005,0.9996,0.9999,0.9994,1.0001,0.9998,1.0001,0.9995
usd-coin,total_volumes,8775793287.083256,13290924304.064957,11975912401.8098,10358118656.609379,7409221310.291787,5524290052.060476,16059284059.290922,9449854277.72285,9002989556.484661,7212135752.569348,7811745004.739941,4269993379.8820024,4484550359.574528,16291654894.92035,9874608517.420725,9050634996.865427,18443989450.35621,13105976908.368202,8107123190.316794,7145091396.798287,10062624206.296335,11884848237.024572,9065555229.19397,14654627072.542006,4848016667.199972,8071503113.289228,5501615754.344043,12293314067.201551,13725722686.356173,12819462833.079561,12393658822.409298,10232931826.088472,4781777386.773908,3914844527.9718933,6422440568.375267,5110878978.384367,5662386242.0534,4473507378.45386,5755966193.4788685,2307064482.6187286,2740784220.897494,8462139705.798365,6544488766.849924,5447401746.320422,6867663028.323249,4344743302.690314,5271242159.819552,4080425990.008546,10005474587.51418,12068799316.11443
usds,market_caps,5265114969.466377,5260579441.997365,5243073417.974249,5113923952.841642,5263037107.772391,5268712866.349908,5226713653.632422,5118667197.661606,5226117841.712558,5247573666.987197,5180875248.498157,5381708784.1295395,5362117950.641757,5483300487.56037,5416833307.807989,5415906522.159896,5257225271.376611,5282429236.675596,5287791866.638603,5300552391.902023,5165697867.641792,5137092639.307616,5168595052.683131,5200867127.267111,5195099979.657252,5228859839.429423,5217995761.937458,5278824183.415526,5279223706.154301,5229183366.587945,5163247106.477971,5173205233.686275,5224599480.027672,5232950172.525305,5241362934.0285225,5351179249.052783,5409844515.770652,5287963758.997029,5296826451.000186,5259084235.156788,5255951281.242395,5318734849.043852,5311718129.447478,5237068166.603384,5452455444.427638,5641408585.126246,5798527814.412343,5791289405.730648,5803097328.781615,5699463051.782264
usds,prices,0.998,1.0018,0.9981,0.9918,0.9999,0.9992,0.9988,1.0007,0.9991,1.0005,1.0006,1.0003,0.9979,0.9972,1.001,0.9999,1.002,1.0,0.9973,1.0008,0.9992,0.9993,0.996,1.0003,0.9999,0.9999,0.9992,0.9997,1.0005,1.0013,0.9995,1.0009,0.9985,0.9993,0.9975,1.0011,1.0028,0.9989,1.0001,0.9984,1.0006,1.0008,1.0006,1.0006,1.0002,0.9996,1.0,1.0001,0.9999,0.9984500000000001
usds,total_volumes,6249317.46627271,5398602.778523557,15944325.412355196,7790814.016831745,27803007.993602477,28986379.795759544,43913041.75607973,17019079.14357876,36849846.733311266,28798272.233097557,10828980.668796645,5055443.721901679,12851642.565685285,36360306.538457595,57145564.030798316,24909986.778953128,37289360.39671096,32533821.352134753,12257824.002619162,8352173.771990128,79317949.15391967,79676877.54588251,31998456.875307888,13901340.449908562,38777443.20184342,8559042.172015473,20133840.76895011,14996572.196772179,16312558.611334054,15584765.953698885,68777900.33970153,52930369.455123276,21651176.927175935,19525072.842183758,19292263.607567206,11982594.395994218,7872052.228371112,9361769.233862996,9456393.941380316,13320349.253708817,14526009.323527668,12393599.59593793,9805248.13850559,9158291.49170086,24698082.130702548,17922002.70589197,13917924.766327523,12998509.067039935,28738276.699028615,20033677.026988283
vechain,market_caps,2737141072.8533206,2563359664.8768244,2608058982.511355,2886306507.5399776,3410920950.322247,3617470819.5189085,3282812334.1841664,3353379368.303778,3487285609.483195,3387253973.294784,3674279802.6287427,3726884578.593831,3738019570.3898168,4585150195.717706,6301337728.543725,5508698938.436793,5273085614.679156,5452276526.393469,5401012314.885857,5514291184.424685,4602064694.432725,4515958117.182108,4811193828.775626,4831437662.723963,4841510403.13894,4615535286.101966,4753744195.954921,4514407139.543347,4582176404.514581,4087299484.9007707,3686146143.883633,3877627502.758089,3644457432.861608,3709022634.9586964,3934321311.538304,4278667351.6198955,4156291741.5945992,3781596306.003239,3687128561.475626,3847233623.393806,3650021541.099051,3546650532.5624895,3490158493.640697,3776888341.3967414,3911900574.968552,4273590011.390008,4133443252.886834,4135402890.131411,4267181279.82028,3714490304.435157
vechain,prices,0.0338,0.0316,0.0322,0.0356,0.0422,0.0447,0.0405,0.0414,0.0431,0.0418,0.0454,0.046,0.0462,0.0567,0.0778,0.0681,0.0652,0.0674,0.0667,0.0682,0.0569,0.0558,0.0594,0.0598,0.0599,0.057,0.0587,0.0556,0.0566,0.0504,0.0455,0.048,0.0451,0.0458,0.0486,0.0529,0.0514,0.0467,0.0456,0.0475,0.0451,0.0438,0.0431,0.0466,0.0483,0.0527,0.051,0.0511,0.0527,0.04575
vechain,total_volumes,153936217.62007147,98248615.23576848,140067402.26351452,177687518.61752558,756442645.3923371,291873805.28873014,177554549.92404845,179745622.16982767,146614857.33280337,105218511.0166732,148435590.3949248,195063503.37450573,159117797.5653105,740118875.6086063,1920233324.930137,700453848.713842,616370809.76589,297238245.08042216,270810718.974638,176001445.44193828,438825244.8988641,401784429.90957075,303621467.9615462,287084287.43076324,193859354.56515953,128272913.78708151,130834858.61967812,197458813.68261448,214154590.7120448,217563036.6799761,254027117.22822595,326013434.9285769,172300090.15650582,131621770.25172798,106613230.11372828,125280860.90292086,79884483.49052987,74238981.75209202,77842269.55667335,53317177.24770256,50843951.06291399,66883114.900815785,60993360.94080049,69440613.18872654,84646738.27131978,119305722.8577075,76086734.57327197,70357108.14657609,94941665.75771646,88732772.9493031
virtual-protocol,market_caps,541354387.1857595,547440688.2526686,562817546.0576408,526738955.895845,580966964.0775491,551680748.9397132,556374618.2114561,724292298.4016867,907489507.6612332,1063394416.740142,1377532812.622667,1764229582.876029,1467645115.067594,1319102256.980414,1669721066.314219,1693290704.502903,1738682458.816428,1813392897.144922,1678387499.64308,1698412203.662246,1544429105.391799,1562924631.816085,1922437124.144862,2118321170.135115,2461568982.687589,2457616697.344502,2759908764.774823,2975635184.974342,2565955167.177712,2545588552.865491,2297529216.693969,2811267007.888391,2476485222.506846,2328427583.217073,3016890365.089796,3035102203.489746,3146092070.706623,3011469763.307193,3567334804.52041,3429421506.448159,3600044109.310677,3496954114.219303,3940681608.469664,4612756012.203852,4550120708.144351,4295168185.566871,4436541199.731581,4016416053.897644,3854112074.610019,3533830578.4925156
virtual-protocol,prices,0.5422,0.5479,0.5631,0.5268,0.582,0.5516,0.5548,0.724,0.9076,1.0659,1.3775,1.7628,1.4668,1.3154,1.662,1.6938,1.7439,1.8123,1.671,1.7054,1.5481,1.5626,1.9224,2.1234,2.4616,2.457,2.7454,2.9748,2.5656,2.5368,2.2879,2.8166,2.4823,2.3241,3.0148,3.0388,3.159,3.0134,3.5644,3.4149,3.6086,3.4999,3.9377,4.6073,4.5465,4.2907,4.4309,4.0127,3.8538,3.53735
virtual-protocol,total_volumes,43602902.59228176,45984164.36815554,41215732.79651188,28591305.105878383,27756850.379703097,18975048.606394302,24938882.15117478,95900090.53972425,134461628.46674517,159919792.32622302,395851894.7111796,441690848.44140625,379409997.6608338,316594336.26595724,365519060.67883396,348925573.5053894,253304259.361243,287157119.31323504,160340510.9009597,148489852.5338544,180667126.24653006,253444355.52903008,246554520.56732535,311944626.30323195,450863405.1915489,312149225.57204485,282734715.2546795,514705304.9635062,347569106.9056177,457978541.02716744,396263862.01690894,462811853.1856417,301669751.880177,214072457.19375828,412159781.7881074,453285432.0466527,378562295.6708639,401215193.1448735,559823256.5704027,461872256.3384146,471469204.66260433,458346089.93838966,583700779.2359399,604405975.089989,962959283.0098993,634872277.2672994,515857750.67879266,489403456.60986596,593498502.329635,580005918.7463775
weth,market_caps,9206518466.236189,9002674542.928732,9683267093.881731,9653455868.789106,9839373202.805708,9819225983.875217,9957786003.657701,9727244187.0491,10305077295.671415,10140750087.149067,10115778218.938768,10443404868.458002,10492587081.288132,10342411725.266026,10253800869.732239,10673888170.002996,10575395194.225834,11138579541.14317,11058627231.873587,10945884931.467178,10214692037.250536,9900784553.831612,10446411815.317375,10561960655.678059,10639980732.514755,10541618604.101456,10744713323.489468,10807780176.314884,10607151407.108555,10003005517.899223,9556671502.450949,9501060779.709307,9066875811.802788,8890316270.330164,9278896193.229841,9938244705.813225,9964510349.535324,9571685789.352325,9604694957.916582,9804091766.882177,10005454075.533463,9821444816.330706,9790454983.23721,10145445559.828865,10134905519.97112,10645179997.865774,10758215436.545572,10799472439.339417,10946914266.191282,9939913300.819473
weth,prices,3114.1807,3077.0317,3364.8253,3323.8249,3395.7008,3365.8963,3416.9735,3327.9369,3669.2594,3579.572,3598.2689,3710.4336,3712.7753,3643.0864,3623.9716,3839.4685,3796.0547,4012.4652,4000.5576,4014.0337,3709.1963,3625.7239,3828.3018,3875.4018,3906.1725,3864.176,3961.7729,3995.0767,3878.8827,3632.2567,3437.5063,3469.285,3335.9655,3274.8463,3414.7246,3496.9996,3492.5701,3327.3845,3326.7209,3398.1267,3357.4338,3361.2919,3336.4034,3348.081,3446.7965,3605.0411,3661.1624,3638.0375,3684.0785,3317.0563
weth,total_volumes,936933715.188927,1384596806.58147,1564839375.2292304,989086916.6629639,1603621060.674353,930916263.0158488,340760376.44753903,1410374349.2184207,1461499656.9295392,807971497.2245134,847751432.5099095,864777289.3138567,1141122608.105382,1319659195.1496928,1103440890.9047112,1987925783.4986923,2160931164.937494,1361813348.7637913,985068282.3544209,926358155.8080474,1595760212.0665047,472068781.5196958,1023954092.6159004,1483996473.0758731,492913938.69079,463357361.6285172,722170616.3401464,418630744.322554,953291714.6312256,1381813141.6180682,1083702353.767518,1957885026.7901316,875939486.5892712,756149030.3434476,326865454.41666675,657905879.2529722,626379226.6337321,158668035.87192884,461982749.1579205,560454418.057634,346996272.27028906,295529694.3015953,872779141.7248169,207060575.5903233,642021164.1939294,628734846.2760072,457275777.4115889,622530174.3557931,164581540.32055783,856684852.2582128
wrapped-bitcoin,market_caps,13448043018.974401,13723138115.03521,14348651650.441256,14383412835.624023,14220165861.120926,13752341677.390913,13146069589.174484,12882753976.078585,13452089438.791798,13384713773.715206,13627384723.835262,13513605993.58715,13398281581.555685,13154020480.28885,13181649512.12953,13577594430.80323,13285640207.685524,13590722508.763859,13613268159.844233,13774111120.931608,13249463290.071058,13142788000.667606,13714753906.401213,13555702611.771397,13701006570.354837,13696882387.545473,14168464655.597206,14365449667.218641,14385877081.706423,13417284485.52186,13088300322.418291,13009433887.689884,12960213422.991377,12718157656.719883,12649524059.790436,13071169665.809847,13139843528.692457,12689434846.621561,12534270910.494104,12622417711.117643,12451617111.554483,12219532449.433983,12349396714.894423,12468281333.984,12773992340.543198,12950633559.06195,12983126171.22461,12968801302.709639,13436246735.888325,12639772479.753162
wrapped-bitcoin,prices,91979.7855,93967.2127,98205.9459,98452.34,97399.7373,97651.9919,93338.3657,91797.3646,95905.194,95447.7362,97208.1774,96259.5565,96983.224,95648.6027,95627.4954,98456.6717,96705.9961,99590.9857,99665.1442,100935.8607,97166.2646,96460.48,100792.4234,99930.7932,100998.0519,100838.5814,104002.2796,105777.1487,105714.545,100015.2233,97559.8296,97191.4772,96940.4784,94912.2804,94483.9045,98460.9078,98933.8656,95561.0169,94369.0202,94990.9075,93856.9343,92423.6635,93406.763,94196.617,96461.5567,97784.4194,98046.8195,98029.944,101202.5841,95756.9544
wrapped-bitcoin,total_volumes,541461862.358153,579229148.8573776,908229676.8704255,605345427.5783457,702168721.9816219,500074007.0429538,777011082.926282,566290576.7765142,643046006.3994861,267021985.7076497,353687519.33013195,314781903.36208504,242761181.18932733,384147722.6469558,426092007.9003561,536433730.18214023,1063935644.8445419,767353788.0076911,210056545.06061706,241855701.41956797,860524095.629322,1020657693.290319,959703901.6018385,457784839.73248917,346622031.2157123,333809426.8970601,338230317.84551764,632889558.5922394,415902936.57311296,726363846.4471087,786762976.1866435,772897468.1466737,269156495.6588687,265524098.11922458,443977211.4392595,477117845.4674897,298382022.2564577,226586884.94910756,435177586.1824878,180747115.49980602,226837108.04869518,327654336.2731556,314224052.4795189,123908213.09958924,291957107.621131,275576493.43322307,201636299.3460603,144294588.81581786,245504162.00815383,454968848.38257605
